compound,tyre_age,lgb_deg,xgb_deg,cat_deg,ens_deg
SOFT,5,2.2359376497843755,1.8711776733398438,1.9323328011245593,2.0083254667660952
SOFT,10,4.4378756726048465,3.96533203125,3.8926620576798854,4.089934584693921
SOFT,15,4.49986985735336,4.012168884277344,4.167436146115463,4.221222196120763
SOFT,20,4.564523263568361,4.13427734375,4.364976311154123,4.3514487818794265
SOFT,30,5.153784225877345,4.333976745605469,4.460784312226863,4.638502363579704
SOFT,40,5.153784225877345,4.128410339355469,4.461934936162152,4.570411416476432
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,0.249346517848835,-0.09636688232421875,0.09288783682583812,0.0794922703387897
SOFT,10,2.194643581219026,1.3192672729492188,1.5736847613138707,1.6860172849106903
SOFT,15,2.811136140993213,2.393646240234375,1.9818926756881297,2.3823005654558784
SOFT,20,2.867217422705224,2.18255615234375,1.9892139610901296,2.3323262532663733
SOFT,30,3.5337332903207397,2.15399169921875,2.241767759969207,2.6226120332314338
SOFT,40,3.5337332903207397,1.9161834716796875,2.2418159130728554,2.543393192188688
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,4.76797150639689,-0.48767852783203125,12.107437183919231,5.581188771877692
SOFT,10,5.551464138769063,-0.8733139038085938,4.354664242220451,2.9926300964582424
SOFT,15,5.041873726528905,-2.6146774291992188,2.9248922334897713,1.7511188055281224
SOFT,20,5.271246586188411,-2.6324615478515625,3.967123586247709,2.1821478033705404
SOFT,30,5.910910657779823,-1.5912857055664062,4.854031954939629,3.0419774825644623
SOFT,40,5.910910657779823,-1.6890335083007812,4.855334814246646,3.00986396095459
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,0.9529560640474131,-0.0899810791015625,-0.28704704396274394,0.1722104502884747
SOFT,10,2.258263753786551,0.20256805419921875,0.129032887722758,0.8293860780214004
SOFT,15,2.669573689914401,-0.4111328125,0.18156920251301756,0.7738183487285681
SOFT,20,2.568468937072595,-0.3229217529296875,-0.0330027254707943,0.6961474144867736
SOFT,30,3.2944308177269903,-0.29920196533203125,0.3914288291264967,1.0827757830864044
SOFT,40,3.2944308177269903,-0.4138031005859375,0.392579453061785,1.0449936854642061
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,4.483547284385779,1.8310699462890625,2.5778544947434767,2.9339296216973736
SOFT,10,4.301602266720948,3.7633132934570312,3.6776073034080667,3.904229778422362
SOFT,15,4.106865879632011,2.2915725708007812,3.774579709614329,3.385927368343843
SOFT,20,3.8457263826495875,3.3494415283203125,3.202289622942601,3.4555564877238396
SOFT,30,3.935410440121842,3.21881103515625,2.8418018305521144,3.314546918453061
SOFT,40,3.935410440121842,2.9893112182617188,2.841849983655763,3.2380963687031823
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,1.460820914653425,2.0893707275390625,-0.2028290332760605,1.0889813808878728
SOFT,10,2.345806174287361,2.5753631591796875,3.695822774370754,2.893978381202203
SOFT,15,2.9115649496616385,3.29974365234375,3.2560531280042397,3.1612643838560928
SOFT,20,3.4672660394519283,3.6832046508789062,4.3259927353478105,3.8392476730463443
SOFT,30,3.392808885273098,4.287254333496094,5.333494789150947,4.368891708464858
SOFT,40,3.392808885273098,4.146392822265625,5.3346454130862355,4.322359878399993
SOFT,1,0.0,0.0,0.0,0.0
SOFT,5,2.76278317528174,-0.8343048095703125,1.1180133825438503,0.9895938919963356
SOFT,10,1.118197855272257,-1.689544677734375,4.233656085378911,1.2712000757470463
SOFT,15,0.5680784485025328,-1.3730010986328125,2.432446512103496,0.5727237328490276
SOFT,20,0.852019110883262,-1.3440780639648438,3.1132870194730486,0.9103685664817789
SOFT,30,1.3215699936365013,-1.0930099487304688,3.5413683949376917,1.2926337234713827
SOFT,40,1.3215699936365013,-1.2391891479492188,3.542671254244695,1.2443832752066584
